CompID,RespoID,AVC,IV,StartDate,Category,TypeOfService,Rating
19,23,"$53,561.58 ","$6,050.00 ",2015-12-23,Gold,Cloud,5
3,36,"$81,637.64 ","$5,570.60 ",2015-12-22,Premium,Cloud,5
12,53,"$115,243.50 ","$6,735.13 ",2017-04-25,Gold,Cloud,4
13,24,"$65,018.23 ","$10,575.29 ",2015-08-18,Silver,Cloud,3
13,31,"$89,705.91 ","$11,933.19 ",2018-03-02,Premium,Cloud,5
3,14,"$83,476.17 ","$6,097.08 ",2016-10-21,Gold,On-premises,3
6,36,"$118,805.11 ","$11,923.08 ",2016-08-04,Gold,On-premises,1
16,54,"$36,447.95 ","$11,328.44 ",2018-05-21,Premium,Cloud,4
8,38,"$39,094.55 ","$11,969.77 ",2017-02-08,Diamond,Cloud,2
8,21,"$89,509.54 ","$11,078.27 ",2015-04-03,Premium,Cloud,5
16,18,"$46,359.20 ","$7,853.13 ",2017-09-10,Diamond,Cloud,4
8,17,"$72,459.43 ","$8,685.72 ",2015-02-03,Diamond,On-premises,1
2,40,"$59,403.02 ","$6,991.46 ",2015-05-02,Silver,Cloud,1
9,37,"$104,680.61 ","$10,064.51 ",2015-07-04,Premium,On-premises,4
19,42,"$79,495.63 ","$11,123.09 ",2017-12-12,Gold,Cloud,3
1,9,"$58,699.99 ","$8,517.64 ",2017-05-23,Gold,Cloud,4
7,47,"$58,697.98 ","$6,038.01 ",2016-04-04,Premium,Cloud,3
17,57,"$64,474.57 ","$7,774.85 ",2018-01-15,Diamond,On-premises,3
8,13,"$104,130.96 ","$9,286.86 ",2015-04-14,Gold,Cloud,5
17,16,"$33,453.42 ","$10,328.21 ",2016-11-04,Gold,Cloud,3
13,12,"$46,374.40 ","$10,259.88 ",2015-06-04,Diamond,Cloud,2
14,33,"$100,589.47 ","$9,993.64 ",2015-05-14,Gold,Cloud,2
4,29,"$90,601.47 ","$8,342.91 ",2016-02-19,Gold,On-premises,4
8,6,"$110,604.78 ","$8,849.84 ",2017-07-01,Gold,On-premises,5
8,2,"$50,469.64 ","$5,156.84 ",2017-01-17,Diamond,Cloud,1
16,37,"$106,711.39 ","$5,452.96 ",2017-02-25,Diamond,On-premises,2
4,8,"$59,097.92 ","$10,395.51 ",2016-04-04,Silver,On-premises,4
19,32,"$58,419.56 ","$8,829.54 ",2018-05-19,Diamond,Cloud,1
5,28,"$86,773.58 ","$6,457.33 ",2015-02-12,Premium,Cloud,4
20,32,"$114,964.61 ","$6,812.28 ",2018-04-27,Premium,On-premises,2
16,50,"$101,804.68 ","$7,356.38 ",2015-12-07,Silver,Cloud,3
2,7,"$115,330.57 ","$11,865.76 ",2018-03-29,Premium,On-premises,1
15,12,"$71,466.15 ","$6,972.96 ",2017-03-03,Silver,On-premises,1
10,7,"$83,684.27 ","$10,274.58 ",2016-06-02,Diamond,On-premises,5
16,12,"$115,516.61 ","$10,655.09 ",2015-04-26,Premium,On-premises,2
14,49,"$78,165.04 ","$11,504.99 ",2015-10-18,Gold,On-premises,4
13,48,"$40,020.25 ","$5,249.31 ",2016-01-30,Silver,Cloud,3
6,21,"$99,621.95 ","$10,804.15 ",2017-08-03,Gold,Cloud,1
12,9,"$64,543.76 ","$5,558.17 ",2015-12-28,Premium,On-premises,2
4,13,"$102,756.32 ","$9,221.89 ",2016-05-18,Gold,On-premises,3
2,13,"$51,885.81 ","$9,195.97 ",2015-10-05,Silver,On-premises,4
6,11,"$58,238.21 ","$6,284.44 ",2017-02-17,Silver,On-premises,3
14,49,"$77,117.27 ","$6,093.57 ",2016-08-28,Diamond,On-premises,2
3,51,"$35,234.78 ","$7,429.05 ",2017-09-17,Diamond,Cloud,5
12,56,"$80,386.65 ","$8,976.98 ",2017-03-18,Diamond,Cloud,2
10,25,"$54,234.56 ","$5,232.97 ",2016-12-06,Premium,On-premises,5
9,1,"$97,632.01 ","$8,194.38 ",2017-10-20,Gold,On-premises,1
3,34,"$98,146.31 ","$7,007.24 ",2016-12-21,Gold,Cloud,5
3,13,"$76,959.11 ","$9,384.61 ",2017-03-21,Silver,Cloud,2
4,35,"$39,733.35 ","$7,700.03 ",2016-07-04,Premium,On-premises,3
4,24,"$79,950.76 ","$9,440.15 ",2015-06-04,Silver,On-premises,4
1,29,"$35,846.86 ","$7,286.89 ",2017-02-17,Gold,Cloud,1
2,43,"$54,179.15 ","$6,790.87 ",2017-01-31,Premium,Cloud,5
19,12,"$97,835.13 ","$7,963.10 ",2015-04-22,Premium,Cloud,4
19,53,"$40,845.17 ","$11,015.59 ",2018-07-30,Premium,On-premises,5
11,46,"$82,312.91 ","$10,039.03 ",2015-04-06,Premium,On-premises,2
19,3,"$53,005.94 ","$6,535.18 ",2018-04-16,Silver,Cloud,5
20,5,"$32,179.57 ","$6,895.14 ",2017-03-10,Gold,On-premises,2
12,43,"$52,073.48 ","$6,772.83 ",2015-09-16,Silver,Cloud,3
15,8,"$88,525.80 ","$8,294.58 ",2018-04-29,Silver,On-premises,1
3,38,"$105,814.51 ","$9,240.96 ",2018-03-04,Diamond,On-premises,2
2,1,"$95,555.87 ","$6,475.85 ",2016-04-08,Gold,On-premises,4
17,39,"$115,458.43 ","$8,504.29 ",2016-04-03,Silver,Cloud,2
13,58,"$46,989.41 ","$10,081.94 ",2017-08-26,Diamond,On-premises,1
20,60,"$50,142.52 ","$7,529.12 ",2018-01-11,Silver,On-premises,2
5,49,"$86,260.51 ","$8,452.63 ",2018-05-27,Premium,Cloud,1
4,59,"$112,380.01 ","$9,460.59 ",2018-07-15,Premium,On-premises,1
20,31,"$38,999.65 ","$10,744.72 ",2015-02-28,Gold,Cloud,1
18,55,"$114,476.43 ","$8,091.33 ",2016-09-16,Silver,On-premises,2
8,9,"$81,361.24 ","$9,665.17 ",2015-10-05,Diamond,Cloud,1
6,37,"$89,943.99 ","$11,055.58 ",2015-07-06,Gold,On-premises,2
1,45,"$56,066.25 ","$11,340.45 ",2016-11-21,Diamond,On-premises,1
10,36,"$39,310.32 ","$11,982.42 ",2017-12-26,Diamond,On-premises,5
9,30,"$87,462.98 ","$9,390.73 ",2018-03-31,Silver,Cloud,4
19,26,"$104,780.52 ","$11,010.16 ",2016-10-07,Gold,On-premises,5
17,51,"$58,287.25 ","$6,155.27 ",2015-03-30,Diamond,On-premises,4
2,41,"$89,001.01 ","$6,000.01 ",2016-06-21,Gold,On-premises,2
6,3,"$111,163.66 ","$9,393.54 ",2018-05-27,Diamond,Cloud,2
17,14,"$100,951.87 ","$6,395.43 ",2016-10-02,Gold,Cloud,3
11,58,"$109,925.65 ","$10,693.87 ",2015-05-27,Diamond,On-premises,4
20,45,"$69,927.20 ","$8,359.43 ",2017-02-25,Premium,Cloud,4
4,44,"$113,400.84 ","$9,136.04 ",2016-09-30,Premium,Cloud,1
1,6,"$106,862.44 ","$11,455.21 ",2016-10-30,Premium,Cloud,1
11,46,"$67,002.62 ","$7,260.45 ",2016-10-20,Silver,On-premises,3
13,55,"$78,557.76 ","$11,108.99 ",2017-10-29,Premium,On-premises,4
18,16,"$43,006.99 ","$7,125.85 ",2018-04-13,Silver,Cloud,4
12,9,"$97,515.77 ","$5,546.78 ",2015-10-21,Gold,On-premises,2
20,2,"$87,632.50 ","$7,017.13 ",2015-02-15,Diamond,Cloud,2
18,52,"$119,897.59 ","$8,225.33 ",2015-02-27,Silver,Cloud,4
14,38,"$69,708.63 ","$6,056.25 ",2015-09-06,Premium,Cloud,2
17,15,"$55,129.41 ","$8,615.97 ",2017-03-17,Premium,Cloud,2
9,29,"$95,471.99 ","$9,548.58 ",2017-09-16,Diamond,Cloud,4
5,51,"$107,910.89 ","$8,794.73 ",2015-11-23,Gold,On-premises,5
18,16,"$51,340.21 ","$9,437.71 ",2016-12-09,Diamond,On-premises,3
18,17,"$84,706.14 ","$5,401.02 ",2015-02-17,Diamond,Cloud,2
20,30,"$39,011.00 ","$10,442.23 ",2017-09-11,Diamond,On-premises,1
5,41,"$89,797.81 ","$8,845.71 ",2016-07-11,Silver,On-premises,5
15,15,"$50,489.58 ","$5,432.18 ",2015-02-18,Silver,Cloud,2
16,8,"$50,030.14 ","$5,975.06 ",2017-12-28,Gold,On-premises,5
20,23,"$39,018.98 ","$5,489.84 ",2016-01-04,Diamond,On-premises,2
9,19,"$68,524.06 ","$5,291.49 ",2017-10-12,Gold,Cloud,1
19,31,"$114,550.73 ","$10,347.51 ",2016-01-30,Premium,On-premises,5
18,7,"$114,058.83 ","$10,947.52 ",2016-10-27,Premium,On-premises,4
16,24,"$100,018.41 ","$8,125.13 ",2016-02-24,Gold,On-premises,1
6,16,"$61,324.89 ","$6,269.73 ",2017-11-21,Premium,Cloud,4
1,46,"$82,792.98 ","$11,306.70 ",2015-05-17,Silver,Cloud,3
10,24,"$73,644.30 ","$8,302.00 ",2015-10-24,Silver,Cloud,4
12,17,"$76,692.97 ","$11,620.98 ",2017-12-17,Gold,On-premises,4
18,48,"$100,581.76 ","$6,834.38 ",2016-10-14,Premium,On-premises,1
6,14,"$45,258.52 ","$11,857.05 ",2017-05-03,Gold,Cloud,3
18,47,"$47,859.37 ","$7,393.44 ",2016-02-26,Diamond,Cloud,3
14,55,"$95,964.59 ","$11,429.51 ",2018-07-13,Silver,On-premises,2
13,43,"$47,527.26 ","$5,833.34 ",2017-08-03,Gold,Cloud,5
5,42,"$117,265.12 ","$11,160.40 ",2017-08-12,Silver,Cloud,3
14,11,"$43,139.44 ","$6,620.75 ",2018-03-09,Gold,Cloud,5
4,22,"$40,409.87 ","$5,589.16 ",2016-04-07,Diamond,Cloud,4
7,29,"$33,672.60 ","$6,566.31 ",2017-05-05,Premium,On-premises,2
16,24,"$107,890.76 ","$7,636.08 ",2015-05-24,Gold,On-premises,3
3,12,"$56,195.87 ","$5,578.15 ",2017-01-07,Gold,Cloud,2
4,55,"$107,362.52 ","$9,481.85 ",2015-08-29,Premium,On-premises,5
2,23,"$112,978.21 ","$6,182.85 ",2015-01-14,Premium,On-premises,2
8,10,"$60,921.40 ","$10,679.38 ",2015-03-07,Silver,On-premises,3
14,29,"$104,521.31 ","$11,552.26 ",2017-10-05,Premium,On-premises,4
19,33,"$49,997.36 ","$5,048.93 ",2017-04-29,Silver,Cloud,2
12,7,"$56,105.16 ","$7,983.12 ",2015-11-15,Silver,On-premises,1
5,44,"$93,307.71 ","$10,451.65 ",2016-01-30,Premium,On-premises,1
20,32,"$60,061.34 ","$5,195.13 ",2015-08-14,Silver,On-premises,1
11,30,"$89,074.39 ","$7,615.59 ",2018-03-19,Silver,Cloud,1
6,9,"$31,759.44 ","$8,450.48 ",2016-03-06,Silver,Cloud,1
1,53,"$70,645.31 ","$9,370.12 ",2017-03-05,Silver,On-premises,2
14,25,"$113,695.98 ","$10,844.57 ",2017-04-30,Silver,Cloud,2
16,51,"$57,968.73 ","$7,879.73 ",2017-01-02,Premium,Cloud,5
17,57,"$111,717.69 ","$9,715.39 ",2017-09-21,Gold,Cloud,1
12,49,"$68,520.59 ","$7,268.80 ",2017-05-29,Gold,Cloud,5
19,57,"$102,256.00 ","$9,897.88 ",2017-07-08,Diamond,On-premises,5
13,20,"$87,865.46 ","$9,544.47 ",2018-04-23,Silver,On-premises,5
8,47,"$43,628.54 ","$8,459.95 ",2016-03-15,Premium,Cloud,2
14,4,"$70,063.12 ","$9,704.15 ",2015-07-23,Premium,Cloud,4
9,6,"$96,332.45 ","$5,592.81 ",2015-07-23,Diamond,On-premises,2
13,10,"$84,316.95 ","$7,554.77 ",2016-07-02,Gold,On-premises,2
10,28,"$36,502.69 ","$11,644.30 ",2016-12-04,Gold,On-premises,5
14,52,"$114,318.11 ","$8,470.89 ",2017-08-19,Silver,Cloud,4
11,25,"$113,046.18 ","$11,296.15 ",2015-10-09,Gold,On-premises,2
11,30,"$106,078.05 ","$9,806.30 ",2017-03-08,Silver,On-premises,4
8,58,"$80,180.67 ","$8,514.19 ",2018-07-12,Diamond,Cloud,5
12,10,"$110,720.79 ","$9,688.93 ",2015-07-03,Silver,On-premises,5
9,49,"$116,572.56 ","$6,455.13 ",2015-01-21,Diamond,On-premises,4
8,15,"$84,381.22 ","$5,217.27 ",2018-07-21,Diamond,On-premises,4
17,57,"$77,846.59 ","$9,072.08 ",2017-08-11,Gold,On-premises,4
2,43,"$38,952.50 ","$7,598.12 ",2016-11-02,Premium,On-premises,4
12,33,"$108,690.19 ","$7,212.05 ",2018-05-26,Gold,Cloud,5
7,50,"$33,694.30 ","$11,160.60 ",2018-04-26,Premium,On-premises,2
10,50,"$98,195.47 ","$7,302.13 ",2015-05-05,Diamond,Cloud,2
3,29,"$71,511.61 ","$7,159.40 ",2016-11-22,Silver,On-premises,3
14,7,"$85,083.18 ","$11,009.85 ",2017-03-15,Diamond,On-premises,3
9,55,"$59,982.44 ","$5,860.00 ",2015-01-21,Diamond,Cloud,5
1,7,"$58,429.57 ","$10,410.65 ",2017-03-20,Diamond,On-premises,4
4,44,"$47,927.57 ","$11,515.96 ",2015-09-03,Diamond,On-premises,5
10,26,"$69,226.37 ","$11,032.81 ",2017-02-16,Premium,On-premises,4
7,43,"$34,843.82 ","$6,800.12 ",2016-08-16,Premium,Cloud,1
14,57,"$63,728.12 ","$6,443.21 ",2018-02-05,Diamond,Cloud,3
4,59,"$90,225.21 ","$7,165.90 ",2017-12-22,Gold,On-premises,5
13,53,"$77,447.59 ","$10,721.14 ",2015-09-19,Diamond,On-premises,2
17,50,"$76,258.34 ","$9,463.52 ",2017-01-07,Gold,On-premises,2
17,10,"$117,454.57 ","$8,545.21 ",2018-05-14,Diamond,On-premises,2
11,26,"$37,405.82 ","$10,734.28 ",2017-04-30,Gold,On-premises,2
3,35,"$82,015.03 ","$6,404.26 ",2017-01-03,Silver,Cloud,1
13,39,"$119,248.20 ","$8,819.21 ",2015-01-22,Diamond,On-premises,3
15,37,"$115,776.29 ","$8,285.80 ",2017-10-04,Gold,On-premises,4
3,57,"$104,470.19 ","$5,810.52 ",2016-10-09,Premium,On-premises,2
13,25,"$49,523.72 ","$10,705.91 ",2018-01-17,Silver,On-premises,3
15,6,"$71,291.97 ","$6,279.63 ",2015-10-05,Silver,On-premises,4
10,52,"$32,928.90 ","$10,340.57 ",2016-02-05,Diamond,On-premises,4
15,13,"$77,328.44 ","$10,663.83 ",2018-02-23,Premium,Cloud,2
5,15,"$40,215.97 ","$7,182.87 ",2015-10-03,Premium,Cloud,5
14,42,"$116,659.57 ","$6,354.01 ",2018-07-24,Silver,Cloud,5
4,44,"$98,287.51 ","$10,556.61 ",2017-08-14,Premium,On-premises,3
13,43,"$76,983.11 ","$7,737.29 ",2016-06-06,Gold,Cloud,2
8,30,"$42,882.19 ","$9,838.36 ",2016-08-24,Diamond,Cloud,1
2,38,"$54,558.44 ","$9,120.58 ",2018-06-08,Premium,On-premises,1
11,1,"$97,949.80 ","$8,890.76 ",2016-06-04,Gold,Cloud,1
13,53,"$42,294.78 ","$8,792.01 ",2017-01-30,Diamond,On-premises,4
9,30,"$87,994.81 ","$6,388.80 ",2015-11-13,Silver,Cloud,3
17,9,"$105,262.04 ","$5,656.25 ",2017-11-19,Silver,On-premises,2
17,48,"$35,566.30 ","$5,815.43 ",2017-03-12,Premium,On-premises,4
7,6,"$72,458.34 ","$6,593.64 ",2017-05-05,Diamond,Cloud,2
12,8,"$111,814.88 ","$9,906.34 ",2015-10-18,Diamond,Cloud,4
7,34,"$50,485.67 ","$7,639.04 ",2016-11-14,Silver,Cloud,4
17,42,"$60,315.21 ","$11,882.82 ",2015-01-15,Gold,Cloud,1
4,41,"$38,980.47 ","$7,981.82 ",2015-09-10,Gold,On-premises,1
14,10,"$30,272.98 ","$11,260.05 ",2015-03-12,Silver,On-premises,3
12,60,"$102,757.96 ","$11,690.07 ",2017-10-25,Gold,Cloud,3
2,25,"$39,528.08 ","$9,600.67 ",2017-06-23,Premium,On-premises,5
12,15,"$75,416.23 ","$10,978.89 ",2016-12-01,Silver,On-premises,4
18,14,"$75,900.07 ","$5,469.50 ",2016-05-30,Premium,Cloud,3
13,28,"$112,968.22 ","$6,436.38 ",2015-11-16,Premium,Cloud,4
3,29,"$55,374.45 ","$11,788.59 ",2017-03-01,Gold,Cloud,2
10,59,"$36,953.28 ","$6,037.15 ",2017-07-14,Gold,Cloud,3
18,45,"$97,176.12 ","$7,753.32 ",2018-06-24,Diamond,On-premises,1
8,27,"$49,953.72 ","$7,047.49 ",2016-01-23,Gold,Cloud,5
9,50,"$67,784.59 ","$5,128.27 ",2015-08-13,Gold,On-premises,1
9,56,"$115,714.70 ","$5,258.79 ",2015-03-01,Silver,Cloud,2
5,32,"$86,145.84 ","$11,584.86 ",2017-03-10,Premium,Cloud,3
10,46,"$76,937.90 ","$11,349.14 ",2017-08-20,Gold,Cloud,2
3,14,"$107,778.04 ","$11,356.73 ",2018-04-03,Silver,On-premises,4
12,58,"$45,844.77 ","$10,476.00 ",2016-04-11,Gold,On-premises,4
18,60,"$57,071.74 ","$7,493.59 ",2015-12-15,Silver,On-premises,4
6,23,"$111,945.60 ","$7,553.94 ",2016-08-19,Gold,Cloud,2
4,3,"$110,637.73 ","$8,829.61 ",2018-01-21,Diamond,Cloud,3
16,36,"$62,549.00 ","$6,141.83 ",2017-01-23,Gold,On-premises,5
12,23,"$47,169.97 ","$6,211.61 ",2017-12-09,Premium,Cloud,2
18,48,"$30,056.06 ","$6,276.72 ",2016-08-06,Diamond,Cloud,1
16,44,"$83,016.14 ","$11,980.53 ",2015-11-17,Silver,On-premises,1
6,26,"$79,617.27 ","$9,754.89 ",2015-09-01,Diamond,Cloud,3
2,20,"$95,748.30 ","$6,234.46 ",2018-05-16,Silver,On-premises,3
20,41,"$38,600.49 ","$9,842.48 ",2018-07-21,Gold,Cloud,4
3,44,"$60,619.17 ","$7,524.17 ",2018-02-04,Premium,Cloud,1
6,58,"$43,573.97 ","$7,075.79 ",2015-05-01,Diamond,Cloud,5
17,48,"$109,777.11 ","$10,849.42 ",2018-05-14,Premium,On-premises,2
14,59,"$59,336.58 ","$11,407.52 ",2015-07-25,Diamond,Cloud,1
18,32,"$84,554.13 ","$6,261.44 ",2016-10-28,Silver,On-premises,4
12,33,"$61,082.47 ","$5,298.87 ",2015-11-29,Premium,On-premises,1
2,1,"$104,025.68 ","$10,096.38 ",2017-04-10,Premium,Cloud,4
9,23,"$78,800.96 ","$5,704.08 ",2017-12-02,Premium,Cloud,2
12,23,"$83,286.19 ","$7,317.88 ",2016-03-19,Gold,On-premises,4
10,28,"$47,184.83 ","$6,678.00 ",2017-03-25,Silver,On-premises,2
11,56,"$43,477.57 ","$9,698.04 ",2018-05-02,Diamond,Cloud,1
12,43,"$88,819.30 ","$9,017.85 ",2017-01-12,Gold,Cloud,3
2,24,"$31,313.74 ","$9,692.39 ",2018-05-21,Gold,On-premises,1
17,56,"$35,329.70 ","$10,660.69 ",2015-03-22,Premium,Cloud,4
3,35,"$85,107.42 ","$10,967.16 ",2017-01-22,Silver,Cloud,3
1,20,"$89,427.45 ","$10,552.23 ",2018-07-09,Silver,Cloud,3
8,49,"$59,846.85 ","$8,181.99 ",2016-04-27,Silver,On-premises,4
7,32,"$101,554.36 ","$6,776.45 ",2017-04-07,Silver,On-premises,4
5,43,"$37,051.06 ","$10,270.42 ",2016-05-29,Silver,On-premises,5
13,53,"$49,751.93 ","$7,569.42 ",2017-09-17,Gold,Cloud,5
9,36,"$52,146.39 ","$6,892.84 ",2017-12-17,Premium,On-premises,2
2,17,"$110,967.81 ","$8,641.57 ",2015-04-05,Gold,On-premises,1
10,19,"$90,800.39 ","$9,560.78 ",2018-07-05,Premium,On-premises,2
4,29,"$53,701.12 ","$5,778.21 ",2017-12-09,Silver,On-premises,2
14,37,"$105,928.56 ","$5,579.43 ",2017-12-24,Diamond,On-premises,3
16,53,"$79,475.52 ","$10,031.06 ",2015-07-02,Silver,Cloud,3
10,23,"$109,487.81 ","$10,566.12 ",2015-05-25,Gold,On-premises,5
13,50,"$77,134.23 ","$8,764.38 ",2017-05-08,Premium,Cloud,2
3,3,"$79,224.09 ","$9,413.50 ",2015-09-26,Premium,On-premises,2
8,36,"$88,970.96 ","$8,181.08 ",2016-01-06,Silver,Cloud,2
6,42,"$96,217.97 ","$7,053.47 ",2017-04-13,Silver,Cloud,2
19,16,"$51,711.43 ","$6,521.38 ",2017-05-31,Diamond,Cloud,3
2,51,"$115,762.93 ","$5,782.56 ",2018-05-07,Diamond,Cloud,3
10,33,"$35,811.42 ","$11,750.50 ",2017-07-01,Gold,Cloud,4
6,5,"$109,042.47 ","$7,226.04 ",2017-07-05,Gold,On-premises,2
16,33,"$79,236.01 ","$7,171.97 ",2015-02-04,Premium,Cloud,2
17,2,"$115,974.63 ","$8,930.56 ",2016-01-17,Premium,Cloud,3
11,59,"$105,774.03 ","$6,857.04 ",2018-05-30,Diamond,Cloud,3
19,37,"$68,934.48 ","$5,208.35 ",2015-04-20,Gold,On-premises,2
15,23,"$89,775.27 ","$6,593.74 ",2018-01-29,Premium,Cloud,2
1,36,"$81,900.89 ","$8,757.13 ",2016-01-09,Gold,Cloud,4
18,29,"$118,414.16 ","$5,977.78 ",2018-06-16,Diamond,Cloud,3
17,45,"$106,212.84 ","$5,957.31 ",2015-09-03,Silver,On-premises,5
2,20,"$84,400.09 ","$11,627.91 ",2015-03-08,Silver,On-premises,4
4,47,"$66,917.44 ","$11,578.84 ",2018-02-21,Gold,On-premises,5
8,6,"$48,070.06 ","$11,758.78 ",2017-10-17,Premium,Cloud,2
2,35,"$116,213.53 ","$11,010.01 ",2017-06-27,Premium,On-premises,2
19,48,"$47,236.71 ","$8,020.22 ",2017-09-20,Premium,On-premises,5
18,55,"$62,721.47 ","$7,082.65 ",2018-06-12,Gold,On-premises,5
12,58,"$90,173.10 ","$6,940.96 ",2018-06-27,Silver,Cloud,3
4,60,"$91,348.42 ","$10,083.79 ",2016-12-20,Silver,On-premises,2
1,44,"$86,409.44 ","$8,669.64 ",2015-04-07,Premium,Cloud,1
8,56,"$101,498.21 ","$5,112.05 ",2016-02-19,Silver,On-premises,4
5,28,"$57,795.96 ","$8,913.53 ",2015-01-17,Gold,On-premises,3
13,39,"$62,613.15 ","$7,641.09 ",2018-02-28,Premium,Cloud,1
20,13,"$49,146.24 ","$8,851.63 ",2016-08-15,Diamond,On-premises,5
4,54,"$58,903.85 ","$6,801.09 ",2015-09-15,Silver,Cloud,2
4,30,"$44,594.63 ","$9,473.60 ",2018-04-12,Gold,Cloud,2
17,27,"$101,827.06 ","$7,139.27 ",2015-07-14,Premium,On-premises,2
8,41,"$61,955.90 ","$10,456.01 ",2017-04-22,Gold,On-premises,5
8,3,"$116,096.25 ","$11,881.47 ",2017-01-14,Silver,On-premises,1
17,20,"$70,095.27 ","$10,854.29 ",2015-10-31,Diamond,On-premises,1
2,34,"$95,018.17 ","$9,906.49 ",2018-07-01,Premium,Cloud,2
16,14,"$87,863.54 ","$5,694.76 ",2018-01-28,Silver,On-premises,2
6,38,"$36,048.99 ","$7,378.50 ",2015-09-22,Premium,Cloud,1
8,4,"$86,021.48 ","$5,495.24 ",2016-02-25,Diamond,On-premises,3
16,48,"$84,680.54 ","$5,633.00 ",2016-08-16,Premium,On-premises,4
9,25,"$55,725.40 ","$8,918.21 ",2015-02-24,Gold,On-premises,5
13,45,"$75,069.63 ","$6,045.86 ",2016-12-11,Diamond,Cloud,1
4,47,"$106,908.52 ","$10,720.73 ",2017-09-01,Silver,Cloud,3
10,57,"$65,096.55 ","$6,672.91 ",2016-05-05,Silver,Cloud,2
20,59,"$94,599.80 ","$10,494.82 ",2017-03-03,Diamond,On-premises,3
14,20,"$33,668.57 ","$6,461.79 ",2018-01-27,Premium,Cloud,4
19,16,"$113,894.40 ","$9,564.29 ",2016-02-06,Diamond,On-premises,2
11,46,"$89,929.78 ","$7,054.70 ",2016-06-26,Silver,Cloud,5
1,59,"$83,539.60 ","$9,978.58 ",2017-07-06,Gold,Cloud,4
12,12,"$60,383.49 ","$6,760.97 ",2015-01-16,Premium,Cloud,2
16,12,"$91,841.05 ","$6,326.92 ",2015-11-03,Silver,Cloud,4
15,27,"$34,713.26 ","$8,985.18 ",2015-11-30,Premium,On-premises,1
6,19,"$92,407.35 ","$8,809.82 ",2018-01-05,Diamond,On-premises,3
7,27,"$72,409.72 ","$10,011.11 ",2015-11-05,Silver,On-premises,4
19,11,"$38,619.90 ","$9,605.80 ",2015-04-01,Premium,On-premises,4
12,20,"$90,930.49 ","$11,070.39 ",2016-12-15,Silver,Cloud,2
4,1,"$110,641.71 ","$10,963.05 ",2016-04-07,Premium,On-premises,5
2,9,"$45,191.76 ","$7,391.02 ",2016-01-20,Diamond,Cloud,1
13,25,"$75,946.63 ","$5,528.59 ",2018-01-31,Premium,Cloud,3
14,35,"$82,921.81 ","$9,016.92 ",2015-06-14,Diamond,Cloud,4
5,28,"$75,536.48 ","$10,643.24 ",2018-03-29,Diamond,On-premises,2
2,20,"$63,053.18 ","$11,223.37 ",2015-02-04,Gold,On-premises,4
17,19,"$52,930.01 ","$8,969.85 ",2018-04-26,Gold,Cloud,3
10,19,"$106,046.98 ","$8,294.04 ",2016-07-02,Premium,Cloud,5
1,60,"$40,334.15 ","$9,325.41 ",2018-06-20,Gold,Cloud,3
20,21,"$112,539.27 ","$7,712.58 ",2018-05-25,Premium,On-premises,4
7,35,"$77,260.68 ","$11,385.95 ",2016-03-01,Silver,Cloud,5
3,51,"$61,017.83 ","$7,118.09 ",2018-02-27,Silver,Cloud,1
6,8,"$117,229.37 ","$5,136.45 ",2016-04-17,Gold,Cloud,5
1,29,"$41,043.59 ","$11,583.70 ",2017-12-12,Diamond,On-premises,3
11,4,"$72,363.12 ","$8,464.06 ",2018-04-13,Diamond,On-premises,2
19,6,"$70,688.03 ","$5,038.73 ",2015-07-06,Silver,Cloud,3
4,21,"$96,390.34 ","$11,806.12 ",2018-04-22,Silver,On-premises,2
7,3,"$89,892.55 ","$11,945.30 ",2015-06-20,Diamond,On-premises,1
4,50,"$101,027.56 ","$10,373.26 ",2017-02-24,Gold,On-premises,5
9,14,"$33,671.94 ","$8,792.11 ",2016-04-23,Diamond,Cloud,4
5,50,"$77,843.56 ","$9,107.45 ",2018-06-20,Gold,On-premises,2
17,3,"$110,385.14 ","$11,349.96 ",2016-01-14,Gold,Cloud,5
14,24,"$97,735.97 ","$10,501.23 ",2018-01-03,Premium,On-premises,1
1,9,"$111,622.61 ","$5,894.10 ",2017-01-14,Premium,Cloud,4
7,18,"$40,406.24 ","$7,041.31 ",2015-06-14,Silver,On-premises,2
13,16,"$102,290.12 ","$5,972.89 ",2015-01-09,Premium,Cloud,2
15,13,"$62,834.85 ","$6,766.50 ",2018-06-03,Silver,Cloud,4
4,56,"$113,890.48 ","$7,352.10 ",2018-02-19,Premium,Cloud,2
1,19,"$109,728.18 ","$11,889.87 ",2018-06-11,Diamond,Cloud,4
12,35,"$34,664.04 ","$9,184.47 ",2017-05-25,Premium,On-premises,3
13,43,"$90,302.62 ","$7,458.39 ",2015-06-13,Silver,On-premises,3
19,50,"$100,281.00 ","$11,754.39 ",2018-06-18,Silver,On-premises,1
12,32,"$37,769.04 ","$5,580.52 ",2015-03-09,Premium,Cloud,3
14,56,"$61,484.62 ","$11,551.11 ",2017-12-09,Premium,On-premises,5
6,51,"$77,629.08 ","$7,902.83 ",2015-01-19,Diamond,On-premises,5
19,21,"$73,456.13 ","$8,919.06 ",2015-07-27,Premium,On-premises,4
5,11,"$63,164.54 ","$6,617.97 ",2015-08-01,Diamond,Cloud,2
8,41,"$98,537.32 ","$6,291.21 ",2016-06-28,Diamond,On-premises,4
15,3,"$52,044.69 ","$8,947.79 ",2016-08-01,Gold,On-premises,4
